foodItem,path,image,rateFoodLoop.thisRepN,rateFoodLoop.thisTrialN,rateFoodLoop.thisN,rateFoodLoop.thisIndex,foodImage.started,next_button.started,food_slider.response,food_slider.rt,next_button.numClicks,next_button.timesOn,next_button.timesOff,participant,group,extra,practice,rainbow,date,expName,psychopyVersion,frameRate,
strawberries.jpg,stimuli/food/,stimuli/food/strawberries.jpg,0,0,0,65,11.987651400035247,11.987651400035247,3.98875,4.316689500003122,1,[6.003817999968305],[6.00382349989377],666,,0,0,BR,2023-06-23_10h35.07.517,crystals,2022.2.4,60.11728882778061,
,,,,,,,18.987292299978435,18.987292299978435,,,,,,,,,,,,,,,
