skip_food.thisRepN,skip_food.thisTrialN,skip_food.thisN,skip_food.thisIndex,food_rating_loop.thisRepN,food_rating_loop.thisTrialN,food_rating_loop.thisN,food_rating_loop.thisIndex,foodItem,path,image,start_food_rat_key.started,start_food_rat_text.started,start_food_rat_key.keys,start_food_rat_key.rt,foodImage.started,next_button.started,check_space_key.started,participant,group,extra,practice,rainbow,dorate,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,13.64139789994806,13.64139789994806,right,0.15952719998313114,13.874989699979778,15.641322399955243,15.641322399955243,,,,,,,,,,,
