skip_food.thisRepN,skip_food.thisTrialN,skip_food.thisN,skip_food.thisIndex,food_rating_loop.thisRepN,food_rating_loop.thisTrialN,food_rating_loop.thisN,food_rating_loop.thisIndex,foodItem,path,image,start_food_rat_key.started,start_food_rat_text.started,start_food_rat_key.keys,start_food_rat_key.rt,foodImage.started,next_button.started,check_space_key.started,participant,group,extra,practice,rainbow,dorate,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,11.775950999988709,11.775950999988709,right,0.11490090005099773,11.959638200001791,13.660092099977192,13.660092099977192,,,,,,,,,,,
