skip_food.thisRepN,skip_food.thisTrialN,skip_food.thisN,skip_food.thisIndex,food_rating_loop.thisRepN,food_rating_loop.thisTrialN,food_rating_loop.thisN,food_rating_loop.thisIndex,foodItem,path,image,start_food_rat_key.started,start_food_rat_text.started,start_food_rat_key.keys,start_food_rat_key.rt,foodImage.started,slider_value.started,next_button.started,check_space_key.started,participant,group,extra,practice,rainbow,dorate,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,17.34611300000688,17.34611300000688,right,0.7618440000223927,18.179724199988414,19.929529100016225,19.929529100016225,19.929529100016225,,,,,,,,,,,
