foodItem,path,image,skip_food.thisRepN,skip_food.thisTrialN,skip_food.thisN,skip_food.thisIndex,food_rating_loop.thisRepN,food_rating_loop.thisTrialN,food_rating_loop.thisN,food_rating_loop.thisIndex,start_food_rat_key.started,start_food_rat_text.started,start_food_rat_key.keys,start_food_rat_key.rt,foodImage.started,next_button.started,food_slider.response,food_slider.rt,next_button.numClicks,next_button.timesOn,next_button.timesOff,participant,group,extra,practice,rainbow,dorate,date,expName,psychopyVersion,frameRate,
american cheese.jpg,stimuli/food/,stimuli/food/american cheese.jpg,0,0,0,0,0,0,0,2,11.837985099991783,11.837985099991783,right,0.059715600044000894,11.972346599970479,13.404442199971527,5.99125,1.4222970999544486,1,[0.501257199968677],[0.5012630999553949],666,food,0,1,BR,1,2023-07-17_14h38.58.843,crystals,2022.2.4,59.838674943915215,
,,,,,,,,,,,,,,,14.437831499963067,,,,,,,,,,,,,,,,,
