skip_food.thisRepN,skip_food.thisTrialN,skip_food.thisN,skip_food.thisIndex,food_rating_loop.thisRepN,food_rating_loop.thisTrialN,food_rating_loop.thisN,food_rating_loop.thisIndex,foodItem,path,image,start_food_rat_key.started,start_food_rat_text.started,start_food_rat_key.keys,start_food_rat_key.rt,foodImage.started,next_button.started,check_space_key.started,food_slider.response,food_slider.rt,next_button.numClicks,next_button.timesOn,next_button.timesOff,check_space_key.keys,check_space_key.rt,participant,group,extra,practice,rainbow,dorate,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,21.235865900001954,21.235865900001954,right,0.3952786000445485,21.735019199957605,23.46869519999018,23.46869519999018,7.5925,1.7379976999945939,0,,,space,1.2792994999908842,,,,,,,,,,,
