food_liking.started,food_liking.stopped,food_slider.response,food_slider.rt,participant,group,extra,practice,rainbow,date,expName,psychopyVersion,frameRate,
32.181460099993274,33.21832169999834,7.07875,5.365632799919695,,,,,,,,,,
