foodItem,path,image,skip_food.thisRepN,skip_food.thisTrialN,skip_food.thisN,skip_food.thisIndex,food_rating_loop.thisRepN,food_rating_loop.thisTrialN,food_rating_loop.thisN,food_rating_loop.thisIndex,start_food_rat_key.started,start_food_rat_text.started,start_food_rat_key.keys,start_food_rat_key.rt,foodImage.started,next_button.started,food_slider.response,food_slider.rt,next_button.numClicks,next_button.timesOn,next_button.timesOff,participant,group,extra,practice,rainbow,dorate,date,expName,psychopyVersion,frameRate,
french fries.jpg,stimuli/food/,stimuli/food/french fries.jpg,0,0,0,0,0,10,10,25,,,,,51.36536160000833,51.83250960003352,8.86,0.46600309998029843,11,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
Grapes.jpg,stimuli/food/,stimuli/food/Grapes.jpg,0,0,0,0,0,11,11,29,,,,,52.83163260004949,53.49818000005325,9.696250000000001,0.6490903000230901,12,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
eggs.jpg,stimuli/food/,stimuli/food/eggs.jpg,0,0,0,0,0,12,12,24,,,,,54.61509990005288,55.21529780002311,1.36375,0.5998867999878712,13,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
fried eggs.jpg,stimuli/food/,stimuli/food/fried eggs.jpg,0,0,0,0,0,13,13,26,,,,,56.2983645000495,57.182266300020274,1.84375,0.8671844999771565,14,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
salad w chicken.jpg,stimuli/food/,stimuli/food/salad w chicken.jpg,0,0,0,0,0,14,14,57,,,,,58.36519770004088,58.93170330004068,2.78125,0.5669599999673665,15,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
baked potato.jpg,stimuli/food/,stimuli/food/baked potato.jpg,0,0,0,0,0,15,15,9,,,,,60.13180770003237,60.69930340000428,3.2837500000000004,0.5504876999766566,16,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
yogurt pretzels.jpg,stimuli/food/,stimuli/food/yogurt pretzels.jpg,0,0,0,0,0,16,16,75,,,,,61.71468020003522,62.23196670005564,4.555,0.5004976000054739,17,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
string cheese.jpg,stimuli/food/,stimuli/food/string cheese.jpg,0,0,0,0,0,17,17,66,,,,,63.43159910000395,64.14861820003716,5.41,0.6846444999682717,18,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
peaches.jpg,stimuli/food/,stimuli/food/peaches.jpg,0,0,0,0,0,18,18,46,,,,,65.34876270004315,65.88269000005675,6.595000000000001,0.5162476999685168,19,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
sushi w_condiments.jpg,stimuli/food/,stimuli/food/sushi w_condiments.jpg,0,0,0,0,0,19,19,67,,,,,66.96523620001972,67.49895930005005,7.58125,0.5339926999877207,20,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953, 0.4676152999745682]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674, 0.46762199996737763]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
bagel and cc.jpg,stimuli/food/,stimuli/food/bagel and cc.jpg,0,0,0,0,0,20,20,6,,,,,68.51479560002917,69.04891840001801,8.5825,0.5182451999862678,21,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953, 0.4676152999745682, 0.8005847000167705]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674, 0.46762199996737763, 0.8005907000042498]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
cupcakes am.jpg,stimuli/food/,stimuli/food/cupcakes am.jpg,0,0,0,0,0,21,21,22,,,,,70.39947910001501,70.99894850002602,9.865,0.6005165999522433,22,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953, 0.4676152999745682, 0.8005847000167705, 0.5682247999939136]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674, 0.46762199996737763, 0.8005907000042498, 0.5682317999890074]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
mini muffins.jpg,stimuli/food/,stimuli/food/mini muffins.jpg,0,0,0,0,0,22,22,41,,,,,72.11489910003729,72.81621230003657,1.53625,0.6832434999523684,23,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953, 0.4676152999745682, 0.8005847000167705, 0.5682247999939136, 0.5504213999956846]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674, 0.46762199996737763, 0.8005907000042498, 0.5682317999890074, 0.550427500042133]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
turkey sandwich.jpg,stimuli/food/,stimuli/food/turkey sandwich.jpg,0,0,0,0,0,23,23,71,,,,,73.89870460005477,74.43258880003123,2.32375,0.5161430999869481,24,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953, 0.4676152999745682, 0.8005847000167705, 0.5682247999939136, 0.5504213999956846, 0.6174147999845445]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674, 0.46762199996737763, 0.8005907000042498, 0.5682317999890074, 0.550427500042133, 0.6174205999705009]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
baby cheese.jpg,stimuli/food/,stimuli/food/baby cheese.jpg,0,0,0,0,0,24,24,5,,,,,75.6172447000281,75.99932120001176,3.475,0.37670570000773296,25,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953, 0.4676152999745682, 0.8005847000167705, 0.5682247999939136, 0.5504213999956846, 0.6174147999845445, 0.5174580000457354]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674, 0.46762199996737763, 0.8005907000042498, 0.5682317999890074, 0.550427500042133, 0.6174205999705009, 0.5174630000256002]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
saltines.jpg,stimuli/food/,stimuli/food/saltines.jpg,0,0,0,0,0,25,25,58,,,,,77.04884540004423,77.74847860005684,4.91125,0.6844471000367776,26,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953, 0.4676152999745682, 0.8005847000167705, 0.5682247999939136, 0.5504213999956846, 0.6174147999845445, 0.5174580000457354, 0.6670690000173636]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674, 0.46762199996737763, 0.8005907000042498, 0.5682317999890074, 0.550427500042133, 0.6174205999705009, 0.5174630000256002, 0.6670756000094116]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
doughnuts.jpg,stimuli/food/,stimuli/food/doughnuts.jpg,0,0,0,0,0,26,26,23,,,,,78.96588000003248,79.43300090002595,5.57125,0.4650789999868721,27,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953, 0.4676152999745682, 0.8005847000167705, 0.5682247999939136, 0.5504213999956846, 0.6174147999845445, 0.5174580000457354, 0.6670690000173636, 0.400450799963437]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674, 0.46762199996737763, 0.8005907000042498, 0.5682317999890074, 0.550427500042133, 0.6174205999705009, 0.5174630000256002, 0.6670756000094116, 0.4004760999814607]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
bagel plain.jpg,stimuli/food/,stimuli/food/bagel plain.jpg,0,0,0,0,0,27,27,7,,,,,80.38220910000382,80.78219930001069,6.58,0.3997748999972828,28,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953, 0.4676152999745682, 0.8005847000167705, 0.5682247999939136, 0.5504213999956846, 0.6174147999845445, 0.5174580000457354, 0.6670690000173636, 0.400450799963437, 0.5501558000105433]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674, 0.46762199996737763, 0.8005907000042498, 0.5682317999890074, 0.550427500042133, 0.6174205999705009, 0.5174630000256002, 0.6670756000094116, 0.4004760999814607, 0.5501616999972612]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
Tribe humus pita.jpg,stimuli/food/,stimuli/food/Tribe humus pita.jpg,0,0,0,0,0,28,28,70,,,,,81.88207089999923,82.29943990003085,7.5962499999999995,0.4163972000242211,29,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953, 0.4676152999745682, 0.8005847000167705, 0.5682247999939136, 0.5504213999956846, 0.6174147999845445, 0.5174580000457354, 0.6670690000173636, 0.400450799963437, 0.5501558000105433, 0.40072149998741224]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674, 0.46762199996737763, 0.8005907000042498, 0.5682317999890074, 0.550427500042133, 0.6174205999705009, 0.5174630000256002, 0.6670756000094116, 0.4004760999814607, 0.5501616999972612, 0.40072749997489154]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
brownie.jpg,stimuli/food/,stimuli/food/brownie.jpg,0,0,0,0,0,29,29,12,,,,,83.26561710005626,83.76584420003928,8.425,0.5003410000354052,30,"[0.5670187000068836, 0.6003510999726132, 0.5008471999899484, 0.5015490999794565, 0.5027066000038758, 0.434700200043153, 0.7672392000094987, 0.40063849999569356, 0.40198680001776665, 0.43390860001090914, 0.467566600011196, 0.5501045000273734, 0.517008499999065, 0.6345393000519834, 0.6508275999804027, 0.48430989996995777, 0.6672604000195861, 0.6504704999970272, 0.5335963999968953, 0.4676152999745682, 0.8005847000167705, 0.5682247999939136, 0.5504213999956846, 0.6174147999845445, 0.5174580000457354, 0.6670690000173636, 0.400450799963437, 0.5501558000105433, 0.40072149998741224, 0.7347268000012264]","[0.5670241000480019, 0.6003563999547623, 0.5008520999690518, 0.5015553999692202, 0.5027142000035383, 0.4347076000412926, 0.7672446999931708, 0.40064529998926446, 0.4019935000105761, 0.43391919997520745, 0.4675721999956295, 0.5501105000148527, 0.5170143999857828, 0.634547499998007, 0.6508331000222825, 0.48431590001564473, 0.6672668000101112, 0.6504758999799378, 0.5336018999805674, 0.46762199996737763, 0.8005907000042498, 0.5682317999890074, 0.550427500042133, 0.6174205999705009, 0.5174630000256002, 0.6670756000094116, 0.4004760999814607, 0.5501616999972612, 0.40072749997489154, 0.7347327999887057]",666,food,0,1,BR,1,2023-07-17_14h07.53.013,crystals,2022.2.4,59.9218618900582,
