foodItem,path,image,rateFoodLoop.thisRepN,rateFoodLoop.thisTrialN,rateFoodLoop.thisN,rateFoodLoop.thisIndex,foodImage.started,button.started,food_slider.response,food_slider.rt,button.numClicks,button.timesOn,button.timesOff,participant,group,extra,practice,rainbow,date,expName,psychopyVersion,frameRate,
rigatoni.jpg,stimuli/food/,stimuli/food/rigatoni.jpg,0,0,0,55,85.31880380003713,85.31880380003713,1,5.7415704999584705,1,[8.26791489997413],[8.267921400023624],666,,0,1,BR,2023-06-23_10h33.30.001,crystals,2022.2.4,59.80936363101025,
,,,,,,,94.57568060001358,94.57568060001358,,,,,,,,,,,,,,,
