foodItem,path,image,skip_food.thisRepN,skip_food.thisTrialN,skip_food.thisN,skip_food.thisIndex,food_rating_loop.thisRepN,food_rating_loop.thisTrialN,food_rating_loop.thisN,food_rating_loop.thisIndex,start_food_rat_key.started,start_food_rat_text.started,start_food_rat_key.keys,start_food_rat_key.rt,foodImage.started,next_button.started,food_slider.response,food_slider.rt,next_button.numClicks,next_button.timesOn,next_button.timesOff,participant,group,extra,practice,rainbow,dorate,date,expName,psychopyVersion,frameRate,
salad w chicken.jpg,stimuli/food/,stimuli/food/salad w chicken.jpg,0,0,0,0,0,13,13,57,,,,,49.21769790002145,49.79054390010424,1.915,0.5644574998877943,14,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
lollipops.jpg,stimuli/food/,stimuli/food/lollipops.jpg,0,0,0,0,0,14,14,37,,,,,51.08432770008221,52.70090290019289,4.86625,1.5451001999899745,15,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
apple slices.jpg,stimuli/food/,stimuli/food/apple slices.jpg,0,0,0,0,0,15,15,3,,,,,54.21762760006823,54.97742979996838,7.5025,0.745169100118801,16,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
soy chips.jpg,stimuli/food/,stimuli/food/soy chips.jpg,0,0,0,0,0,16,16,63,,,,,56.034391900058836,57.04384730011225,8.39875,0.9906210000626743,17,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
raisin bran w milk.jpg,stimuli/food/,stimuli/food/raisin bran w milk.jpg,0,0,0,0,0,17,17,50,,,,,58.49953870009631,59.4844876001589,2.04625,0.9295626999810338,18,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
saltines.jpg,stimuli/food/,stimuli/food/saltines.jpg,0,0,0,0,0,18,18,58,,,,,60.567809500033036,61.384485400049016,6.4975000000000005,0.774659699993208,19,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
hotdog w must.jpg,stimuli/food/,stimuli/food/hotdog w must.jpg,0,0,0,0,0,19,19,34,,,,,62.451017800020054,63.11799339996651,7.5962499999999995,0.6152752998750657,20,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557, 0.48188869981095195]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198, 0.4818950998596847]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
pizza.jpg,stimuli/food/,stimuli/food/pizza.jpg,0,0,0,0,0,20,20,48,,,,,64.13440980017185,64.85130230011418,3.71125,0.6650833999738097,21,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557, 0.48188869981095195, 0.33214360009878874]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198, 0.4818950998596847, 0.3321519000455737]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
pickles.jpg,stimuli/food/,stimuli/food/pickles.jpg,0,0,0,0,0,21,21,47,,,,,66.38483090000227,67.05130819999613,9.775,1.2669046001974493,22,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557, 0.48188869981095195, 0.33214360009878874, 0.5726385000161827]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198, 0.4818950998596847, 0.3321519000455737, 0.5726457999553531]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
bagel plain.jpg,stimuli/food/,stimuli/food/bagel plain.jpg,0,0,0,0,0,22,22,7,,,,,68.16801630007103,68.97406470007263,5.69875,0.7647274998016655,23,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557, 0.48188869981095195, 0.33214360009878874, 0.5726385000161827, 0.4492046001832932]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198, 0.4818950998596847, 0.3321519000455737, 0.5726457999553531, 0.44921039999462664]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
Cheese nachos.jpg,stimuli/food/,stimuli/food/Cheese nachos.jpg,0,0,0,0,0,23,23,15,,,,,70.16775860008784,71.05141049996018,2.86,1.01555830007419,24,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557, 0.48188869981095195, 0.33214360009878874, 0.5726385000161827, 0.4492046001832932, 0.5832992000505328]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198, 0.4818950998596847, 0.3321519000455737, 0.5726457999553531, 0.44921039999462664, 0.5833052000962198]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
sushi w_condiments.jpg,stimuli/food/,stimuli/food/sushi w_condiments.jpg,0,0,0,0,0,24,24,67,,,,,72.1950993000064,72.94535860000178,6.90625,0.7183435999322683,25,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557, 0.48188869981095195, 0.33214360009878874, 0.5726385000161827, 0.4492046001832932, 0.5832992000505328, 0.4943166999146342]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198, 0.4818950998596847, 0.3321519000455737, 0.5726457999553531, 0.44921039999462664, 0.5833052000962198, 0.49432280007749796]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
yellow popcorn.jpg,stimuli/food/,stimuli/food/yellow popcorn.jpg,0,0,0,0,0,25,25,73,,,,,73.97348430007696,74.63472139998339,3.5687499999999996,0.6000946001149714,26,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557, 0.48188869981095195, 0.33214360009878874, 0.5726385000161827, 0.4492046001832932, 0.5832992000505328, 0.4943166999146342, 0.45526680001057684]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198, 0.4818950998596847, 0.3321519000455737, 0.5726457999553531, 0.44921039999462664, 0.5833052000962198, 0.49432280007749796, 0.4552736000623554]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
french fries.jpg,stimuli/food/,stimuli/food/french fries.jpg,0,0,0,0,0,26,26,25,,,,,75.63493030006066,76.18419479997829,1.95625,0.532039700075984,27,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557, 0.48188869981095195, 0.33214360009878874, 0.5726385000161827, 0.4492046001832932, 0.5832992000505328, 0.4943166999146342, 0.45526680001057684, 1.1346752000972629]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198, 0.4818950998596847, 0.3321519000455737, 0.5726457999553531, 0.44921039999462664, 0.5833052000962198, 0.49432280007749796, 0.4552736000623554, 1.134681300027296]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
corn cob.jpg,stimuli/food/,stimuli/food/corn cob.jpg,0,0,0,0,0,27,27,20,,,,,77.88471800019033,78.78500400017947,1.7837500000000002,0.8418870999012142,28,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557, 0.48188869981095195, 0.33214360009878874, 0.5726385000161827, 0.4492046001832932, 0.5832992000505328, 0.4943166999146342, 0.45526680001057684, 1.1346752000972629, 0.98633630014956]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198, 0.4818950998596847, 0.3321519000455737, 0.5726457999553531, 0.44921039999462664, 0.5833052000962198, 0.49432280007749796, 0.4552736000623554, 1.134681300027296, 0.9863443002104759]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
Grapes.jpg,stimuli/food/,stimuli/food/Grapes.jpg,0,0,0,0,0,28,28,29,,,,,80.33499130001292,80.92949520004913,2.7474999999999996,0.5443661001045257,29,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557, 0.48188869981095195, 0.33214360009878874, 0.5726385000161827, 0.4492046001832932, 0.5832992000505328, 0.4943166999146342, 0.45526680001057684, 1.1346752000972629, 0.98633630014956, 0.5876917000859976]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198, 0.4818950998596847, 0.3321519000455737, 0.5726457999553531, 0.44921039999462664, 0.5833052000962198, 0.49432280007749796, 0.4552736000623554, 1.134681300027296, 0.9863443002104759, 0.5876989001408219]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
cucumber slices.jpg,stimuli/food/,stimuli/food/cucumber slices.jpg,0,0,0,0,0,29,29,21,,,,,82.08352080010809,82.63494400004856,3.43,0.4900797000154853,30,"[0.5864532000850886, 0.6734186999965459, 0.5747257999610156, 0.38428670004941523, 0.5801436000037938, 0.3818310999777168, 0.5357550999615341, 0.5368288999889046, 0.5510331999976188, 0.7028651000000536, 0.7285207000095397, 0.49999179993756115, 0.5812738998793066, 0.7366690000053495, 0.9167863000184298, 0.5030241999775171, 0.8529848998878151, 0.5344402999617159, 0.5077323999721557, 0.48188869981095195, 0.33214360009878874, 0.5726385000161827, 0.4492046001832932, 0.5832992000505328, 0.4943166999146342, 0.45526680001057684, 1.1346752000972629, 0.98633630014956, 0.5876917000859976, 0.749858999857679]","[0.5864595000166446, 0.6734251999296248, 0.5747322000097483, 0.3842927000951022, 0.5801566999871284, 0.3818384001497179, 0.5357609000056982, 0.5368351000361145, 0.5510409001726657, 0.7028717000503093, 0.7285275999456644, 0.4999983999878168, 0.5812804999295622, 0.7366752000525594, 0.9167927000671625, 0.5030302999075502, 0.8529912000522017, 0.5344527000561357, 0.5077382000163198, 0.4818950998596847, 0.3321519000455737, 0.5726457999553531, 0.44921039999462664, 0.5833052000962198, 0.49432280007749796, 0.4552736000623554, 1.134681300027296, 0.9863443002104759, 0.5876989001408219, 0.749864500015974]",666,food,0,1,BR,1,2023-06-30_13h30.32.287,crystals,2022.2.4,30.017058702048097,
