skip_food.thisRepN,skip_food.thisTrialN,skip_food.thisN,skip_food.thisIndex,food_rating_loop.thisRepN,food_rating_loop.thisTrialN,food_rating_loop.thisN,food_rating_loop.thisIndex,foodItem,path,image,start_food_rat_key.started,start_food_rat_text.started,start_food_rat_text.stopped,start_food_rat_key.keys,start_food_rat_key.rt,foodImage.started,participant,group,extra,practice,rainbow,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,22.804572099936195,22.804572099936195,22.804572099936195,right,5.339250200078823,28.270094600040466,,,,,,,,,,
